,data-object,img
99,"{'objId': 43204, 'developer': {'devId': 13315, 'shortName': 'КВАРТАЛ В АКАДЕМИЧЕСКОМ.ЕКАТЕРИНБУРГ', 'fullName': 'КВАРТАЛ В АКАДЕМИЧЕСКОМ.ЕКАТЕРИНБУРГ.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671163830'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Новая', 'objCommercNm': 'Брусника в Академическом Новый проект', 'objFloorMin': 9, 'objFloorMax': 17, 'objElemLivingCnt': 318, 'objReady100PercDt': '2023-09-30', 'objSquareLiving': 21872.1, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7695, 'longitude': 60.5235, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001067', 'pdId': 516372, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/f8987883-97de-4c5e-ac11-6a30a7bbcea5
100,"{'objId': 48121, 'developer': {'devId': 14620, 'shortName': 'КВАРТАЛ СВЕРДЛОВСК-СОРТИРОВОЧНЫЙ.ЕКАТЕРИНБУРГ', 'fullName': 'КВАРТАЛ СВЕРДЛОВСК-СОРТИРОВОЧНЫЙ.ЕКАТЕРИНБУРГ.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'devInn': '6671172440'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Таватуйская', 'objCommercNm': 'Квартал Депо', 'objFloorMin': 10, 'objFloorMax': 19, 'objElemLivingCnt': 636, 'objReady100PercDt': '2025-09-30', 'objSquareLiving': 34672.9, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8745, 'longitude': 60.5376, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001280', 'pdId': 637143, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/5dfcfa57-4114-47f9-a67c-922a256375fd
101,"{'objId': 48120, 'developer': {'devId': 14620, 'shortName': 'КВАРТАЛ СВЕРДЛОВСК-СОРТИРОВОЧНЫЙ.ЕКАТЕРИНБУРГ', 'fullName': 'КВАРТАЛ СВЕРДЛОВСК-СОРТИРОВОЧНЫЙ.ЕКАТЕРИНБУРГ.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'devInn': '6671172440'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Таватуйская', 'objCommercNm': 'Квартал Депо', 'objFloorMin': 9, 'objFloorMax': 17, 'objElemLivingCnt': 503, 'objReady100PercDt': '2025-09-30', 'objSquareLiving': 26415.6, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8731, 'longitude': 60.5385, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001279', 'pdId': 637201, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/eefcaf60-c4f4-426c-bf47-12f7cd5632ae
102,"{'objId': 47866, 'developer': {'devId': 14620, 'shortName': 'КВАРТАЛ СВЕРДЛОВСК-СОРТИРОВОЧНЫЙ.ЕКАТЕРИНБУРГ', 'fullName': 'КВАРТАЛ СВЕРДЛОВСК-СОРТИРОВОЧНЫЙ.ЕКАТЕРИНБУРГ.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'devInn': '6671172440'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Таватуйская', 'objCommercNm': 'Квартал Депо', 'objFloorMin': 10, 'objFloorMax': 10, 'objElemLivingCnt': 460, 'objReady100PercDt': '2025-09-30', 'objSquareLiving': 24289.4, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8729, 'longitude': 60.5369, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001261', 'pdId': 630460, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/2a7d5fae-134f-43fc-9568-8be86f2b8f45
103,"{'objId': 37265, 'developer': {'devId': 10687, 'shortName': 'КОМПАНИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОМПАНИЯ АТОМСТРОЙКОМПЛЕКС', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'devInn': '6685081827'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Радищева, дом 45/Шейнкмана, дом 60, д. 45/60', 'objCommercNm': 'Резиденция «Свобода», Резиденция «Svobodа», «Свобода Residence», Комплекс апартаментов « Свобода Residence», Комплекс апартаментов « Свобода Резиденс», КА «Свобода», КА «Svoboda», Апарт-отель «Свобода», Апарт-отель «Svoboda», Апарт-отель «Свобода Residence»', 'objFloorMin': 4, 'objFloorMax': 11, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-12-18', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8291, 'longitude': 60.5871, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000866', 'pdId': 365116, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/1c6f3a24-8c28-4227-ab8e-3aa40d686212
104,"{'objId': 37266, 'developer': {'devId': 10687, 'shortName': 'КОМПАНИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОМПАНИЯ АТОМСТРОЙКОМПЛЕКС', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'devInn': '6685081827'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Радищева, дом 45/Шейнкмана, дом 60, д. 45/60', 'objCommercNm': 'Резиденция «Свобода», Резиденция «Svobodа», «Свобода Residence», Комплекс апартаментов « Свобода Residence», Комплекс апартаментов « Свобода Резиденс», КА «Свобода», КА «Svoboda», Апарт-отель «Свобода», Апарт-отель «Svoboda», Апарт-отель «Свобода Residence»', 'objFloorMin': 28, 'objFloorMax': 28, 'objElemLivingCnt': 0, 'objReady100PercDt': '2022-09-30', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8309, 'longitude': 60.5875, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000866', 'pdId': 365116, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/38dffd71-a03f-49e1-ba32-5b4e3c7654d4
109,"{'objId': 11568, 'developer': {'devId': 1635, 'shortName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5772, 'devInn': '6672184222'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, район Орджоникидзевский', 'objCommercNm': '«Квартал энтузиастов», жилой комплекс «Квартал энтузиастов», жилой квартал «Квартал энтузиастов», Квартал энтузиастов', 'objFloorMin': 13, 'objFloorMax': 13, 'objElemLivingCnt': 100, 'objReady100PercDt': '2019-04-05', 'objSquareLiving': 5180.15, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9011, 'longitude': 60.6442, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000465', 'pdId': 24219, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/8f30ed16-7115-4c92-935a-4c7a2395635a
114,"{'objId': 27929, 'developer': {'devId': 1635, 'shortName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5772, 'devInn': '6672184222'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Хрустальногорская', 'objCommercNm': 'Нова Парк, Нова , Nova Park, Nova, ЖК Нова Парк, Жилой комплекс Nova Park, ЖК Nova Park, Жилые кварталы Nova Park, Жилые кварталы Нова Парк, Микрорайон Нова Парк, Микрорайон Nova Park, Жилой район Nova Park, Жилой район Нова Парк', 'objFloorMin': 11, 'objFloorMax': 14, 'objElemLivingCnt': 94, 'objReady100PercDt': '2019-12-30', 'objSquareLiving': 6457.98, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7996, 'longitude': 60.4915, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000675', 'pdId': 95053, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/ab680299-666f-4df5-8f5f-ad455beebec9
122,"{'objId': 11569, 'developer': {'devId': 1635, 'shortName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5772, 'devInn': '6672184222'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, район Орджоникидзевский, Улица в границах улиц Ползунова – Краснофлотцев– Даниловская – Замятина, д. №2поПЗУ', 'objCommercNm': '«Квартал энтузиастов», жилой комплекс «Квартал энтузиастов», жилой квартал «Квартал энтузиастов», Квартал энтузиастов', 'objFloorMin': 23, 'objFloorMax': 23, 'objElemLivingCnt': 179, 'objReady100PercDt': '2019-12-28', 'objSquareLiving': 9971.29, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9011, 'longitude': 60.6442, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000465', 'pdId': 24219, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/6c3896e1-75fe-4980-ae17-b5f5cef8699a
126,"{'objId': 7229, 'developer': {'devId': 1635, 'shortName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5772, 'devInn': '6672184222'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, д. 14поПЗУ', 'objCommercNm': 'Северное сияние, Жилой комплекс Северное сияние, ЖК Северное сияние', 'objFloorMin': 29, 'objFloorMax': 29, 'objElemLivingCnt': 170, 'objReady100PercDt': '2019-12-25', 'objSquareLiving': 11415.5, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8902, 'longitude': 60.6086, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000106', 'pdId': 14128, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/2a3c839f-7056-42bc-b2ce-a04f89b1f30b
128,"{'objId': 7230, 'developer': {'devId': 1635, 'shortName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5772, 'devInn': '6672184222'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, д. 13поПЗУ', 'objCommercNm': 'Северное сияние, Жилой комплекс Северное сияние, ЖК Северное сияние', 'objFloorMin': 4, 'objFloorMax': 4, 'objElemLivingCnt': 0, 'objReady100PercDt': '2019-12-25', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8899, 'longitude': 60.6094, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000106', 'pdId': 14128, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/cbef051e-09bd-4d4b-a94e-0ae58eb27c91
132,"{'objId': 7231, 'developer': {'devId': 1635, 'shortName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'fullName': 'КОРПОРАЦИЯ АТОМСТРОЙКОМПЛЕКС', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5772, 'devInn': '6672184222'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, д. Г5', 'objCommercNm': 'Северное сияние, Жилой комплекс Северное сияние, ЖК Северное сияние', 'objFloorMin': 2, 'objFloorMax': 2, 'objElemLivingCnt': 0, 'objReady100PercDt': '2019-12-25', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8885, 'longitude': 60.604, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000106', 'pdId': 14128, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/42607dee-83d7-4e69-957a-4c77cbfbcbc8
133,"{'objId': 3111, 'developer': {'devId': 74, 'shortName': 'КОРПОРАЦИЯ ВАШ ДОМ', 'fullName': 'КОРПОРАЦИЯ ВАШ ДОМ', 'groupName': 'Ваш дом', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6976, 'devInn': '6671224578', 'bankruptStage': {'bankruptStageCd': 6, 'bankruptStageDesc': 'Сообщение о судебном акте. О прекращении производства по делу или об отказе в признании должника банкротом', 'bankruptLawUrl': 'http://www.consultant.ru/document/cons_doc_LAW_39331/97e3783dff35e269cd1c6d35cbabfa4abee6fd37/'}, 'orgBankruptMsgDttm': '14-01-2015 11:31'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, район Ленинский, улица квартал улиц Ясная-Шаумяна-Волгоградская-Громова, блок-секция № 5В, 5Г по ГП', 'objCommercNm': 'Жилой комплекс «Миллениум», ЖК «Миллениум», Миллениум', 'objFloorMin': 27, 'objFloorMax': 28, 'objElemLivingCnt': 227, 'objReady100PercDt': '2019-12-05', 'objSquareLiving': 15748.61, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8114, 'longitude': 60.5714, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000015', 'pdId': 4218, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/2cf623d2-be12-4726-97f3-4401cfbb54cb
134,"{'objId': 2843, 'developer': {'devId': 74, 'shortName': 'КОРПОРАЦИЯ ВАШ ДОМ', 'fullName': 'КОРПОРАЦИЯ ВАШ ДОМ', 'groupName': 'Ваш дом', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6976, 'devInn': '6671224578', 'bankruptStage': {'bankruptStageCd': 6, 'bankruptStageDesc': 'Сообщение о судебном акте. О прекращении производства по делу или об отказе в признании должника банкротом', 'bankruptLawUrl': 'http://www.consultant.ru/document/cons_doc_LAW_39331/97e3783dff35e269cd1c6d35cbabfa4abee6fd37/'}, 'orgBankruptMsgDttm': '14-01-2015 11:31'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица квартал улиц Ясная-Шаумяна-Волгоградская-Громова, корпус 6АБВГ', 'objCommercNm': 'Жилой Комплекс ""Миллениум"", ЖК ""Миллениум"", ""Миллениум""', 'objFloorMin': 27, 'objFloorMax': 27, 'objElemLivingCnt': 948, 'objReady100PercDt': '2024-09-30', 'objSquareLiving': 48709.99, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8111, 'longitude': 60.5701, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000011', 'pdId': 3495, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/d8b70dc1-db37-4d7a-980a-9650b0ae0e64
135,"{'objId': 21280, 'developer': {'devId': 6540, 'shortName': 'КРАСНОЛЕСЬЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КРАСНОЛЕСЬЕ', 'groupName': 'Атомстройкомплекс', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5772, 'devInn': '6685142565'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург', 'objCommercNm': 'ЖК «АРТ», жилой комплекс «АРТ», Город-парк «АРТ», Жилой комплекс «АРТ. Город-парк», ЖК «ART», жилой комплекс«ART», Город-парк «ART», жилой комплекс«ART, Город-парк», жилые кварталы «ART», жилые кварталы «АРТ»', 'objFloorMin': 17, 'objFloorMax': 17, 'objElemLivingCnt': 210, 'objReady100PercDt': '2019-12-30', 'objSquareLiving': 13361.4, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7853, 'longitude': 60.5374, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000584', 'pdId': 53476, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/f7f98583-ca24-40c0-86f3-2091acaa307a
136,"{'objId': 4435, 'developer': {'devId': 1473, 'shortName': 'МЕТАЛЛТРАНССТРОЙ', 'fullName': 'МЕТАЛЛТРАНССТРОЙ', 'groupName': 'Среднеуральская СК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5792, 'devInn': '6671384532'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, пер Широкий, д. 2а', 'objCommercNm': '""Жилой Комплекс Сириус"" (""ЖК Сириус"")', 'objFloorMin': 6, 'objFloorMax': 26, 'objElemLivingCnt': 287, 'objReady100PercDt': '2020-12-11', 'objSquareLiving': 13259.28, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7832, 'longitude': 60.651, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000292', 'pdId': 3739, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/1cac8f77-6ccd-422b-9d0d-74b34aa78dc3
138,"{'objId': 2830, 'developer': {'devId': 1458, 'shortName': 'МФ АЛЬТА', 'fullName': 'МНОГОПРОФИЛЬНАЯ ФИРМА АЛЬТА', 'groupName': 'АЛЬТА', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6974, 'devInn': '6671169790'}, 'rpdRegionCd': 66, 'objAddr': 'Екатеринбург, улица Прониной, строение 1', 'objCommercNm': 'Жилой комплекс Гринвуд', 'objFloorMin': 4, 'objFloorMax': 4, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-08-10', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7762, 'longitude': 60.6609, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000289', 'pdId': 5393, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/09577d28-6138-4dfb-9e89-e383e290a108
139,"{'objId': 2828, 'developer': {'devId': 1458, 'shortName': 'МФ АЛЬТА', 'fullName': 'МНОГОПРОФИЛЬНАЯ ФИРМА АЛЬТА', 'groupName': 'АЛЬТА', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6974, 'devInn': '6671169790'}, 'rpdRegionCd': 66, 'objAddr': 'Екатеринбург, улица Прониной, строение 2', 'objCommercNm': 'Жилой комплекс Гринвуд', 'objFloorMin': 4, 'objFloorMax': 4, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-08-10', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.778, 'longitude': 60.6545, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000289', 'pdId': 5393, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/703ff698-910f-4839-9243-845ebbc2d4a5
140,"{'objId': 2832, 'developer': {'devId': 1458, 'shortName': 'МФ АЛЬТА', 'fullName': 'МНОГОПРОФИЛЬНАЯ ФИРМА АЛЬТА', 'groupName': 'АЛЬТА', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6974, 'devInn': '6671169790'}, 'rpdRegionCd': 66, 'objAddr': 'Екатеринбург, улица Прониной, строение 3', 'objCommercNm': 'Жилой комплекс Гринвуд', 'objFloorMin': 4, 'objFloorMax': 4, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-08-10', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.778, 'longitude': 60.6545, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000289', 'pdId': 5393, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/ba525390-8ef2-49b5-bd78-1364ed91e42d
141,"{'objId': 2827, 'developer': {'devId': 1458, 'shortName': 'МФ АЛЬТА', 'fullName': 'МНОГОПРОФИЛЬНАЯ ФИРМА АЛЬТА', 'groupName': 'АЛЬТА', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6974, 'devInn': '6671169790'}, 'rpdRegionCd': 66, 'objAddr': 'Екатеринбург, улица Прониной, строение 4', 'objCommercNm': 'Жилой комплекс Гринвуд', 'objFloorMin': 3, 'objFloorMax': 3, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-08-10', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.778, 'longitude': 60.6545, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000289', 'pdId': 5393, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/5328b8d9-388c-4347-acf7-14173ab9ac1d
142,"{'objId': 2829, 'developer': {'devId': 1458, 'shortName': 'МФ АЛЬТА', 'fullName': 'МНОГОПРОФИЛЬНАЯ ФИРМА АЛЬТА', 'groupName': 'АЛЬТА', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6974, 'devInn': '6671169790'}, 'rpdRegionCd': 66, 'objAddr': 'Екатеринбург, улица Прониной, строение 5', 'objCommercNm': 'Жилой комплекс Гринвуд', 'objFloorMin': 4, 'objFloorMax': 4, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-08-10', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.778, 'longitude': 60.6545, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000289', 'pdId': 5393, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/9a5eb3d5-15ae-4402-a8f6-e3eae657397e
143,"{'objId': 2831, 'developer': {'devId': 1458, 'shortName': 'МФ АЛЬТА', 'fullName': 'МНОГОПРОФИЛЬНАЯ ФИРМА АЛЬТА', 'groupName': 'АЛЬТА', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6974, 'devInn': '6671169790'}, 'rpdRegionCd': 66, 'objAddr': 'Екатеринбург, улица Прониной, строение 6', 'objCommercNm': 'Жилой комплекс Гринвуд', 'objFloorMin': 4, 'objFloorMax': 4, 'objElemLivingCnt': 0, 'objReady100PercDt': '2020-08-10', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.778, 'longitude': 60.6545, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-000289', 'pdId': 5393, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/7e9ad951-6cd6-425f-aee2-308a7229efbc
